id,q_gram_set
9dd373ff247c432b1352e29c62ae45ee6b9d8135c4399f65d00cb21b27f142c6,"{'ks', 'li', 'ck', 'ja', 'ac', 'ia', 'vi', 'ol', 'on', 'so', 'iv'}"
fd1a85486b4321bbef5493a36ffba98aecfc14044e04b28223a8409a7483dc22,"{'ks', 'ck', 'gr', 'ce', 'ra', 'ja', 'ac', 'on', 'so'}"
b8ca2440d3e7166481baf439d5086048aff5f1702b18f1c0f277d4893e98c03d,"{'ks', 'ck', 'ow', 'ie', 'ph', 'ja', 'hi', 'ac', 'op', 'so'}"
98820acb297f0c474b643058ca4ce3193947b94fa1a5d0fe254a2acb9476febf,"{'ks', 'ck', 'nn', 'en', 'ie', 'ja', 'na', 'ac', 'on', 'so', 'si'}"
72cf998a1c962649725dfb163db1c133000c875b7e14c7057c80e50d0b1fc786,"{'ks', 'ck', 'hl', 'ja', 'oe', 'ch', 'ac', 'on', 'so', 'lo'}"
77a62faf72b4b8448575aa07895b462da30d335bc424c500ecb7181c43f98821,"{'ks', 'ck', 'ey', 'ja', 'ar', 'ac', 'rl', 'on', 'ha', 'so', 'le'}"
dfea8a7eada61b45d34f9b1f297074208bb95e61fd26d2ca7be226a2618fb888,"{'fi', 'nn', 'co', 'ox', 'in'}"
74af931bf50732832dfb8dcae452b83ff74d8cefee95cd7d5c9b11c863d5cf28,"{'hi', 'op', 'co', 'ox', 'so', 'ie', 'ph'}"
44c40404c50e1b1686db6cf6c9ad02a08acd2ad637626936708350e080e93224,"{'wi', 'nn', 'en', 'ne', 'tt', 'ew', 'be', 'is', 'le', 'et'}"
a2bd00727a96c3706b2bd2526bc9b860953e91c41e1082875cc4a8d503594032,"{'ll', 'nn', 'co', 'on', 'le', 'ie', 'en', 'al', 'ni'}"
925bf6ae08ea7eac98f8c70b5db9d600c7b9720ae8c2d0adc60302d196f95a5e,"{'li', 'wi', 'll', 'am', 'yn', 'il', 'ue', 'ms', 'ia', 'on', 'so', 'el', 'eu', 'ly'}"
b4a26f1d32ec7f3dcbda4467914ec97fc9562de0aed696c78db35a950875610d,"{'da', 'll', 'be', 'el', 'ie', 'an', 'ni'}"
1f2de9504beba1bc9a071d87a54bcf24b1a23501a5e717336c7359fa637c14cd,"{'me', 'el', 'll', 'an', 'be', 'eg', 'ga'}"
5fe47bf4adfe9a0e5f48fa002f3121e2733dc23417f4875ec798bb0302a5b56c,"{'ug', 'es', 'ru', 'gh', 'by', 'ub', 'hu', 'he'}"
9d00c2fe07099698dac45284c2e19906c1f15c68e457be4002e317cdb2ecb8a4,"{'ug', 'es', 'as', 'ho', 'th', 'gh', 'hu', 'ma', 'he', 'om'}"
145bd281012aa825040b99b2ef62a4b6372b27caf3f1714f8fc469b66d637799,"{'ug', 'es', 'ra', 'gh', 'ke', 'ei', 'hu', 'he', 'ir'}"
a37dc9ca8f914211dd122e60ec6d8c099ff6f662e5ae433236913113afac521a,"{'ug', 'es', 'sc', 'ca', 'gh', 'ar', 'os', 'hu', 'he'}"
c3e69d0b6a616131b5caaedeacb3f216648aa2ccc9e0f6a7a886790e77db824a,"{'ug', 'es', 'ey', 'gh', 'ri', 'il', 'hu', 'he', 'le'}"
3e5ab174638884a21042d28ac387346e6250ce8ca1820493b1cb74b12f826686,"{'ug', 'sh', 'es', 'as', 'gh', 'ta', 'hu', 'na', 'at', 'he', 'ha'}"
be90f05352f4f42610903f41d54f5adf47c3a7542f302d7a7e2cf9c603b342fc,"{'ma', 'on', 'as', 'ra', 'so', 'sa', 'ar'}"
ee15d43976e0980e5f2200203c7daaaccd846311eff9aa072ef4cf831b8da693,"{'lu', 'lh', 'uk', 'ke', 'al', 'pa', 'er', 'he'}"
cb707811897e1e12d640c86e02994cdc2c0533a6b0d86a5d54f5c89717bcb6dc,"{'me', 'wi', 'al', 'lm', 'pa', 'er', 'ew', 'is', 'le'}"
23e3c550e5a35996cc8958c8c87789559066de7371446531988af2d981137b89,"{'me', 'th', 'al', 'lm', 'pa', 'er', 'ha', 'an', 'et'}"
62266166e35b72b1e0ba703c87d29672e3cbb2f40657ca4407b86c32bb44dbe6,"{'me', 'ru', 'by', 'al', 'lm', 'ub', 'pa', 'er'}"
eadb15ef0e2db2c781cee4470127ff464c65d0ba4e12266fb5f913efbacae50d,"{'ks', 'ck', 'ac', 'ee', 'on', 'le', 'so', 'ja'}"
d7da76afd2a0b0a953d6d81e192c2fa7d3fb233ef292cc0ee1f5c712122b0ca8,"{'ch', 'ey', 'rl', 'ee', 'ha', 'le', 'ar'}"
f7b1d23d03f35c93ab7b8a104f62cce12ff94d3dc9202d9ae5f7401630b1e549,"{'yl', 'le', 'ee', 'ay', 'ha', 'la'}"
20e7fa8669b0552d157aa7b382e9e4d045f6b460f9ecdf482473d8312936665f,"{'re', 'ya', 'mo', 'ry', 'or', 'oo', 'an'}"
a8a379e4726e83bdc4866139fba006ab6996759310cd35adabdb0f9a34073a50,"{'lh', 'll', 'rk', 'ar', 'rl', 'te', 'ha', 'ot', 'tt', 'la', 'lo'}"
ce6b7ee0b0d6e3164594a06e1818c4911c2300d432d4fe7f3ed85d14ff022e2d,"{'lu', 'ca', 'as', 'rk', 'cl', 'ar', 'uc', 'la'}"
d797283a654581366091860d142ae5f5802ba2f28a9032a8f69f2d4eb4cc6df2,"{'om', 'ho', 'th', 'mp', 'ps', 'ya', 'on', 'ry', 'so', 'an'}"
85c430f987b7fa469baf55a76dca2363a4f85cb06912d693dd7af7817d1846aa,"{'es', 'om', 'ho', 'th', 'ss', 'va', 'ne', 'mp', 'ps', 'on', 'so', 'sa', 'an'}"
033918bcd9459747b0f00b6d75bf231b51f21bd2bcaf01990a79dada0ea758bb,"{'yl', 'om', 'ho', 'ay', 'th', 'or', 'ta', 'mp', 'ps', 'on', 'so', 'lo'}"
e95cb5a55b328b25f74b15b04ce51210dc1a3e112ff8f0e3e0a22b960a6f58ab,"{'me', 'es', 'ho', 'wa', 'ar', 'lm', 'dw', 'ol', 'rd', 'ed'}"
6cc733259afc24cc02aee02ca2b979cd1ff9cb13e87174bedcaa73e0f8af2d08,"{'me', 'es', 'ab', 'll', 'ho', 'lm', 'sa', 'ol', 'be', 'el', 'is', 'la'}"
e5aadfe7d6feb168db197031f2f33eeca3ecf7e865dfff1b9e1ce138df7c80f4,"{'me', 'sh', 'es', 'ho', 'jo', 'os', 'lm', 'hu', 'ua', 'ol'}"
b7c5dfc65eebc3ee34466b9a25c4c7e41a9d64a087a2b072d88b52e44aedb3cb,"{'me', 'el', 'li', 'es', 'll', 'ho', 'lm', 'ol', 'ot', 'io'}"
55c41779a976b74ce25a26fc1eb79bbca9eeab692a170920a4b0740bfe29e12d,"{'me', 'su', 'mm', 'es', 'um', 'ho', 'lm', 'er', 'ol'}"
217c127347eb10dcbb22735b1b471cc9aacfe9b3ec577fc8988be14c3b14ba6c,"{'me', 'an', 'eg', 'er', 'bu', 'ut', 'le', 'ga', 'tl'}"
8dd510dea5d3b44619460b2009e991a499ff45795ef187f1e5203c6696d85d41,"{'se', 'ey', 'av', 'ei', 've', 'ii', 'vv', 'ha', 'is'}"
a4d332ec762ef6ef9b178e856f9d3a7cfcb1bb2be917db44a76b44ca6170e481,"{'ck', 'ey', 'rv', 'ja', 've', 'ar', 'ac', 'ha'}"
1a65ac5c8753aea230f897385775b0e6ba32233e2478ff30c2f78fa07d0b0a68,"{'gr', 'll', 'ao', 'ra', 'ke', 'oe', 'el', 'ly'}"
ab1a539656b561387538e122f6f5480188c2c8c44bee2aab28c6fe60c69a29d9,"{'ke', 'da', 'ly', 'll', 'el', 'ie', 'an', 'ni'}"
4d7816b3a6e55c177596b5ece6f27eb21005e6c8fdb8ef58894ad86188a58551,"{'lu', 'ca', 'wi', 'll', 'um', 'lk', 'al', 'il', 'on', 'ki', 'so', 'ns', 'in'}"
3380cb0f860fc15dcd6d6cb2d925cb22d8ded400e6b1adcce2963d037a68a2c6,"{'wh', 'ar', 'it', 'hi', 'te', 'rr', 'ry', 'ha'}"
38d640950141ef49a1697dfd2d569e9884910c2a7e5cecdebdc97ddd831e5b3e,"{'sc', 'ca', 'ey', 'rv', 'ar', 've', 'rl', 'ma', 'le', 'tt', 'et'}"
de933d6fb86b6a9f5952dab4842a348ace767d3e758e8373ad7e744ec1e25def,"{'ob', 'co', 'ja', 'va', 'ev', 'ac', 'an', 'ns'}"
558a86bcd628c3b660185347a6acc18769491edf6c9ea9c16fc32645e40a5364,"{'va', 'ar', 'ev', 'rr', 'ry', 'ha', 'an', 'ns'}"
ef75c2a66364f30c484858caf898855a78d3d5fa795b249621836ff9f35863c0,"{'no', 'nn', 'co', 'on', 'an', 'or', 'va', 'ns', 'ev'}"
2f4406fcd3f2b7d4b15216e69b4f97c4f5ef0f0f4fe5d2fa4472087332577666,"{'es', 'ie', 'jo', 'ne', 'dd', 'fr', 'ed', 'on', 're', 'di'}"
762ba14964ecac523d711eef3aef9a0da51a1b262b6d197f64766077fa976afd,"{'ne', 'li', 'es', 'er', 'ol', 'on', 'iv', 've', 'jo'}"
34a16d6fea6b985b1ee4a68fb23a202161132ac5129302f2662a5e15ec6df9df,"{'pp', 'as', 'py', 'ma', 'op', 'on', 'po', 'so'}"
055cfcbe19f20c249da9da3508d1a73c655a949595dc92614795bb210279dbe8,"{'en', 'st', 've', 'ev', 'te', 'on', 'so', 'be', 'ns'}"
c24295dd11ec1c38c13cb709855d860a316e7e77bfa5146e1c4bc4a11ab9d6b3,"{'li', 'en', 'st', 've', 'ev', 'il', 'te', 'ns', 'ly'}"
37fbd217a7fddf659b53deb3748526da70ce4d78a614fa000f25fc1ac332a500,"{'fi', 'gr', 'ra', 'am', 'ah', 'ie', 'al', 'lf', 'ha'}"
21c6eecda87d05c7fb8e32a4fb25e657e6c10a90b1bc6df9a8ca8cb18ecab16f,"{'ng', 'ch', 'rl', 'll', 'kl', 'ha', 'ln', 'le', 'ar'}"
d393d40f0e1d16a960030f032bf738770a41f6529b61ca6a69ed84c6a97679ad,"{'il', 'ow', 'wi', 'ng', 'll', 'ki', 'lo', 'in'}"
fb5f58cd10fddc70fdbcead279eb52d609bd3ed003c20f07aa5b5d89684848e5,"{'ax', 'ng', 'ma', 'ki', 'in'}"
39da89c796061e689d8078992cf4616c075e29b498981037722df2b85cc65f0b,"{'li', 'es', 'av', 'ie', 've', 'da', 'er', 'ol', 'vi', 'iv'}"
d8a756c48b10bbc90814f91b4af8059705c1f2cfc8be087900bc3ca1aea52673,"{'es', 'sm', 'as', 'av', 'ja', 'ie', 'ne', 'da', 'vi', 'mi', 'in'}"
dcffb9951339e9ecfdd367283cac7be6e61f27531562fd26521bff391e337166,"{'sh', 'li', 'es', 'av', 'oa', 'ie', 'al', 'vi', 'ha', 'is'}"
b872cef089a8510f88bab84f9b9af3309ed0825e392b884f959e531ff485a4c3,"{'su', 'se', 'wi', 'as', 'ti', 'ba', 'st', 'lk', 'un', 'il', 'ia', 'ki', 'in', 'an', 'ns', 'eb'}"
3210eb0263200a2dd657ec794146cde618bff0c0dceb4093512bdd8d060b3470,"{'ll', 'we', 'ur', 'tu', 'er', 'rw', 'be', 'el', 'la'}"
48907d0200249b22c5c1405881ed55df43f7f98bb953077f8a0cd7135a424e5a,"{'rn', 'ne', 'ia', 'er', 'mi', 'tu', 'ur'}"
b10915e29829af20ca46cd7a17aa8a1273150242f0b89eef732383468c3369a5,"{'wi', 'll', 'co', 'il', 'er', 'pe', 'op', 'oo'}"
2a4079612b7701d2361ece4d81aa2a627b087d6916b329a1873df76e521e7eda,"{'lu', 'rk', 'ke', 'uc', 'er', 'rr', 'br', 'rs', 'cr'}"
6de7da22312c30fdc33779fc369f76f04614441a8e25fe1418cf7a1a3ea6d674,"{'me', 'li', 'ca', 'es', 'ai', 'ho', 'lm', 'it', 'ol', 'tl', 'in'}"
c768ec391859bf07f884e6739659aa69ad5e3a0165a814d070882aba7c7101a4,"{'uu', 'ru', 'xe', 'er', 'bu', 'ut', 'le', 'ux', 'br', 'tl'}"
84c69cc5cc2d38c2add81639c47963128fbe87ce5d483375f7ec4e63989745db,"{'rn', 'ur', 'ax', 'us', 'xi', 'ne', 'ma', 'er', 'tu', 'mu', 'im'}"
3e0d4dae6856cfb93ea5a4b78e7adeac9491f9efc187d8006fd0785958f79010,"{'as', 'ea', 'or', 'no', 'ma', 'on', 'le', 'so', 'el', 'an'}"
67af991ff6885e1a609ea8b87184a1bdea95540034ebcb73921465eb3064d012,"{'ng', 'ou', 'un', 'yo', 'ja', 'ak', 'ke'}"
bcc7f45cfb27d6319071f27e0d1cacbfa534c9aea47867e9a88cc50b643b938d,"{'yo', 'ie', 'un', 'os', 'ng', 'ou', 'ro', 'si'}"
f4441def3d059cc8b325eb6af8651ddc6f07170984abc0d254a1ed5e7ac43ca3,"{'ng', 'vn', 'av', 'yo', 'va', 'ov'}"
7c8417202028f3e82f110ee7629fd6ffa3ac7b80fd07f558255fe65a9724929c,"{'ng', 'ou', 'on', 'le', 'eo', 'yo', 'un'}"
f92dc9c87a3a0f26dc72d7d2019b570c55cee78953006d30a8889032a90e0b99,"{'as', 'yo', 'un', 'ng', 'ou', 'ma', 'on', 'so'}"
a1da022f525d1643604b91aca793926a7aebee711ed7c1fce474c5ed22d74c8c,"{'ll', 'en', 'le', 'am', 'sa', 'al'}"
1db8c6b459ce0e23acfdec2cd07c9c86507d61a9370a312ef6535a71e592074c,"{'ic', 'll', 'ol', 'co', 'le', 'en', 'al', 'ni'}"
86cba61d4e8c6d2c153c50dcad791175b068f01cd449e9ffb829e5d68d5f2587,"{'me', 'su', 'mm', 'ob', 'bi', 'um', 'ms', 'er', 'ro', 'so', 'om', 'im'}"
c2a30298223027e1e1391c4b78214b10ad26868245f832b27cc57ca5d3ef0c2a,"{'ob', 'bi', 'wa', 'ar', 'in', 'dw', 'ro', 'on', 'so', 'rd', 'ns', 'ed'}"
68bd13892b4a873b37953a36bd0633db4ea6b7a664c540c4731a4cae2f5e98b3,"{'ob', 'mo', 'bi', 'en', 'og', 'ge', 'ro', 'im', 'ns', 'in'}"
2eb374079a7d7bfeac949672d4a321c801aaa283b44bf14c6022745b37dff2ff,"{'pp', 'ob', 'py', 'bl', 'op', 'ro', 'po', 'ln', 'ns'}"
1eed4862ec89a826dda0ff969a576eae6753e4739f0fb162dab50bc0488f74eb,"{'me', 'su', 'mm', 'ob', 'bi', 'um', 'er', 'ro', 'ns', 'in'}"
7afb068cfcf7e3d8f6de305e60a50082ed98ca582ae2da6c0bbe093e1b072111,"{'ob', 'bi', 'ar', 'so', 'rr', 'ro', 'ry', 'ha', 'on', 'ns', 'in'}"
cd14e5aa545443195320b62c33c940057355f2987357ed84063e46ab2d010493,"{'el', 'll', 'ja', 'ax', 'it', 'ch', 'he', 'tc', 'mi', 'xe'}"
4d11bf9a93e9cf21959b4f40e1c60ec2f08b001e8eff12a541784ef6b081931d,"{'ll', 'ge', 'ng', 'it', 'ch', 'he', 'tc', 'mi', 'el', 'an'}"
c6a56fb0c4c966f124e1f39bac603129f0e5818c7e08aa548c8553cd09ed3c1c,"{'ll', 'ge', 'eo', 'or', 'it', 'ch', 'rg', 'he', 'tc', 'mi', 'el'}"
c2facc1191ee92b9ebb815471914e1b244d0be014a4c1c8a5254c94f3a1d5d42,"{'id', 'll', 'av', 'tc', 'it', 'da', 'ch', 'vi', 'he', 'mi', 'el'}"
c954a46ffbe1a4500d0157cfada2ee74a9474750a8e170d12028853c3a03b3b3,"{'ug', 'es', 'gh', 'am', 'ad', 'hu', 'da', 'he'}"
cf4a519b656ed1753258da89925e6ad2f9072aff58cff01412d4e08bbbe1387f,"{'ug', 'li', 'es', 'll', 'gh', 'il', 'hu', 'he', 'ly'}"
e4461022663df2c55267a9f8abcf5ed4893a4ea561eead67e774289669979f1c,"{'ug', 'es', 'll', 'ho', 'gh', 'hu', 'ol', 'he', 'ly'}"
c95a4aadcbed2e736fb141fdd787d2e0e14c3904cc66a32eeb17d41424f7b8f3,"{'sm', 'll', 'ho', 'th', 'it', 'ol', 'mi', 'ly'}"
53c4c38dc56cc136a3e14b7489931db00b536e85033fb34800b95803eb74b03c,"{'ge', 'ma', 'er', 'ro', 'og', 'ak', 'rs'}"
39aa0b2675a872cf9b2419daa09dda50335ed3300923abe39ea00bf66399a685,"{'sc', 'ca', 'og', 'ge', 'ar', 'rl', 'er', 'ro', 'le', 'tt', 'rs', 'et'}"
fb2c8401d9e279f6207c8c364cae6bb7a77199433a90d3533dd8b088237af3a5,"{'me', 'li', 'og', 'ge', 'am', 'ia', 'er', 'ro', 'el', 'rs'}"
c615c8a6c1daa671e1b625a4298d6a3dea2fa44c023a931fa61c3a2e4ea84c18,"{'og', 'ge', 'am', 'ar', 'ya', 'ma', 'er', 'ro', 'ry', 'rs'}"
d3b043fd8af10c5c41ad8c8a6720820d92b5e288b1090d6ff1e5df0ee23a87fe,"{'li', 'ma', 'll', 'ai', 'el', 'ie', 'is', 'si'}"
67b9723af3e877c77b690c71b63b6ed6ef8013eff139992eb1375840dc80da3a,"{'il', 'li', 'll', 'mi', 'el', 'ie', 'is'}"
109e9ae51330c788bcacddde49f4d37c8534fb49bc7a3dcadc4c93ee492bef0d,"{'me', 'li', 'mm', 'll', 'co', 'am', 'in', 'uh', 'ol', 'ha', 'mu', 'ns', 'ed'}"
46e610a7118a771692a1083c78c740e075437ee4ae1e5a27f179d53e5c35973f,"{'me', 'li', 'll', 'an', 'co', 'eg', 'ol', 'ga', 'ns', 'in'}"
d76e48e4e0de81f143ce6acbb4f5e4d803215d0fe1aab12285d766606d908e57,"{'li', 'mo', 'll', 'co', 'ol', 'in', 'ns', 'ly'}"
daa37c71c584c34a98fe1fef20e60058e46a636d74cdc53895083e54468dbe52,"{'li', 'll', 'co', 'ji', 'ol', 'im', 'ns', 'in'}"
b8f6483ac261e57457480acfd97dd2d24b2c36f32704435d9781f935aea61053,"{'es', 'ca', 'li', 'll', 'co', 'ss', 'ic', 'ol', 'in', 'je', 'si', 'ns'}"
86b750cc4e6b70c350465d68eb2d4fe6fd78ad8b0a59cd341b49a3b10bb9c784,"{'th', 'va', 'ev', 'ma', 'at', 'he', 'ew', 'tt', 'an', 'ns'}"
d0a518a5ad3f4e47eb20c1488650e36b9e4ac5041d57c5f54949185537b564cd,"{'ys', 'ce', 'va', 'ev', 'er', 'ry', 'an', 'ns'}"
603ebf6fc6881d191552d469e0c4d560eb744d65fe478a2d2e9ddf1892285f5c,"{'nn', 'rh', 'hi', 'ia', 'na', 'ua', 'eu', 'an', 'ns'}"
55d4a2eed2a5f961e62f32bba5da38ac73b811ed0de44430d1a997f1654d6112,"{'lu', 'ca', 'sh', 'fi', 'uc', 'er', 'he', 'is'}"
5e8a4c2dab57992864c427531815d940421e24b4ed4b8ef0c581c84ca19db3c6,"{'sh', 'fi', 'ge', 'eo', 'or', 'rg', 'er', 'he', 'is'}"
4a072cb6dae97632756ae138629c6815881c2ffa506dcb777b9510d79bdb36ba,"{'sh', 'fi', 'er', 'he', 'av', 'is', 'va'}"
6cd8c6500f0174407de72f9252ca0e4197d466a51b8849fb78ff2a6d7baec2bc,"{'hy', 'rp', 'ie', 'ph', 'ur', 'xi', 'ex', 'le', 'mu'}"
7e6328817a7df7a01195203ab53147ad40e080d18bbc04b69439a0d3b8f02364,"{'ll', 'hy', 'rp', 'ph', 'ur', 'il', 'mi', 'mu', 'ly'}"
c260f1175ec754d2183c6cb30343cab007500de9261d3474037d6eaef15afa93,"{'es', 'av', 'ie', 'ar', 'ch', 'rl', 'te', 'da', 'vi', 'ha', 'ot', 'tt', 'lo'}"
0b0a89ee6554b2c8d0252817a9e9b0272d5ad598c9a7bc36bfcf92f0df51f170,"{'sh', 'aw', 'ka', 'ai', 'ha'}"
80f96bd65db25d42e900d2d28ac92aa05d684c357bbb548dca076871b2b813e3,"{'me', 'sh', 'mm', 'mo', 'aw', 'oh', 'am', 'ha', 'ed'}"
70eb16087f3b3e0099cfdeae1d86014e33e4a447ba64b56f7db4e2c8ee37acf4,"{'nd', 'ud', 'ju', 'er', 'on', 'de', 'so', 'rs', 'an'}"
ba35fb91c9b132ccd8d9265df5dd7c93ecdf91b1c4f90ff6be95023517d7f26d,"{'nd', 'en', 'am', 'ja', 'nj', 'so', 'er', 'on', 'mi', 'de', 'be', 'rs', 'an', 'in'}"
7b885d6a5578fb7711565301264e7de0640381c6bfa1c31de490506d8b58c845,"{'nd', 'lu', 'uc', 'er', 'on', 'de', 'so', 'cy', 'rs', 'an'}"
a06b03362f89e363e59182f5fd8d81eae5dc4b339ef4b2ceb03033c61ef26bfd,"{'wi', 'an', 'oe', 'no', 'er', 'on', 'ew', 'so', 'is', 'le', 'rs'}"
d5975f5f9aeab9723488a4beb224363e615fe2b1cbb2ef26c12d7dc3eecf0afb,"{'nd', 'ya', 'er', 'on', 'ry', 'de', 'so', 'rs', 'an'}"
791b863ec5f7cd9c93e4bce3736b54b43f23499ff027c566592af0327e3fc7c1,"{'er', 'od', 'ri', 'oo', 'im', 'wo'}"
39d80fc439ced240e82ecdf5db230b56f6ea4e5bb49b54c872721159483e39e2,"{'ot', 'fi', 'sc', 'co', 'ay', 'nl', 'tt', 'la', 'in'}"
25d7424415e26409d96a42e4f54672cb2f4751ad2c293344d379edb19992be2b,"{'sc', 'ce', 'en', 'co', 'or', 'fl', 'tt', 're', 'ot', 'nc', 'lo'}"
520628a197aa08a2e1df645924e104c5ad28d504b8856c4865996428d188f32c,"{'sc', 'ca', 'co', 'ar', 'os', 'ot', 'tt'}"
f7d122bdbfaba0a8d78dcd5e6da09bffdac4a3fb44326d071dac9bd990539a2f,"{'ck', 'sc', 'co', 'ri', 'ic', 'er', 'fr', 're', 'de', 'ot', 'tt', 'ed'}"
2a6a01bddffa3fe2207ad2ce6a854e655ed1b7746266a18430183357ccf3efa0,"{'ot', 'na', 'nn', 'oo', 'ha', 'so', 'ah', 'tt', 'an'}"
b25dee614691d89ab4de729c9072de485922fd0c2ea237e7b7777278d1ea88fa,"{'il', 'wi', 'sc', 'll', 'co', 'ot', 'tt'}"
d52be30d74fcbad798a3cc207348cf7e2bed687c5314c3a64d7e7c8ce94c9b96,"{'ck', 'ac', 'mo', 're', 'or', 'oo', 'ja'}"
ca737f540e7e10319e1a96a1378bcce1ed761f5da6b8cad5984db2b62e998b7a,"{'li', 'ob', 'ia', 'mo', 'ol', 'ri', 'be', 'oo', 'ir'}"
fe683d39d5cedb23361814ab1ca57427c6f3b52f5daf7c4e7371b55167f816df,"{'mm', 'mo', 'am', 'ad', 'or', 'uh', 'ma', 're', 'ha', 'mu', 'oo'}"
16406563fd5acd0bff48de8b69842ece720a347ca36c2f4551db3eb8dd37d01d,"{'li', 'lh', 'ab', 'ob', 'mo', 'ie', 'bl', 'ha', 'be', 'oo'}"
ac9a5f845ae0d841df11ec63dfa9c26015355c9a82656f5b60ba113c15ad554b,"{'ia', 'mo', 'or', 're', 'ti', 'oo'}"
94bad82da8d48461546268c1ab8e76004dd522a51cd53982eb62c668270efe3f,"{'bg', 'ob', 'mo', 'ge', 'eo', 'ga', 'an'}"
eac4a5cca64d2c4255d806d9e25b198c7e3ba6756b87712d43771b100fd8adb0,"{'rt', 'ob', 'ey', 'rv', 'be', 'ar', 've', 'ts', 'er', 'ro', 'on', 'ha', 'so'}"
5fc1777b1e4ae808da334b1b2f5be2d8158372fb401c747037a96794c93b1cb6,"{'yl', 'rt', 'ob', 'ay', 'ts', 'er', 'ro', 'be', 'la'}"
d6fce63c7ac0b436aca9b9741d8d859bae623ee47aadf4da0fd4082cb667b266,"{'rt', 'ob', 'ra', 'be', 'ie', 'ts', 'er', 'ro', 'on', 'ki', 'so', 'an'}"
5512308ad2d6a6ea558806a17790778032b527e8bffad3b7b87884d60fc1cbcf,"{'rt', 'ob', 'mm', 'am', 'ad', 'be', 'uh', 'ts', 'ma', 'er', 'ro', 'ha', 'mu'}"
64e4b1ebad4329e6e47a12a83b2793292a22f7bd0c4a0c3f278e2fb4fde6e9c3,"{'rt', 'ob', 'mh', 'am', 'be', 'ts', 'ia', 'er', 'ro', 'on', 'so', 'ni'}"
34b2905ce8ebd0a4c95f8841ce31ec49eb0f5b35518e819b243129345f1fd2fd,"{'sc', 'ca', 'as', 'ho', 'th', 'ar', 'os', 'ma', 'om'}"
8c3271f2e7a8ad6994ee896ec80c74077b726ab1055b7e325640c2586a22a8ff,"{'sm', 'se', 'll', 'ss', 'os', 'jo', 'us', 'au', 'el'}"
9e52ece397b6ec66f7a31e116e2c5b4b56f017bbee2246e4ea12396e7651aec4,"{'se', 'll', 'ru', 'ri', 'ss', 'ar', 'us', 'na', 'ia', 'el'}"
34aa95255fd302cf89573a90bd8e825a47af46b328a2e1c282b1420f3eb7c967,"{'fi', 'ey', 'se', 'll', 'ru', 'nl', 'ss', 'us', 'le', 'el', 'in'}"
9ad726f101e8962ca534bfa6ad8c151f291db8f5ff512ebfe61ed1bcf0aa72d6,"{'ig', 'sh', 'hl', 'se', 'll', 'as', 'ru', 'gh', 'ss', 'ei', 'us', 'le', 'el'}"
068d4d919877435b5cc04e360d980ca9012b9dc1b4852558d304ad94b80deb31,"{'ll', 'ar', 'il', 'ch', 'rl', 'te', 'er', 'mi', 'ha', 'ot', 'tt', 'le', 'lo'}"
06d7b5ffc6fe65eb49607457a6c6abca952d40919e286c2c58521cc42c37b5b7,"{'xi', 'ex', 'll', 'em', 'le', 'al'}"
759a6c1825462167ab0698ef95a106a1aac33ff428fd7c232e9548d2b0165ac8,"{'ll', 'en', 'oa', 'ar', 'os', 'al', 'le', 'so'}"
69793e522687f09224c8dfc07fcf57ae214365de611853d4d81ef3d729ebe113,"{'al', 'll', 'en', 'le', 'ja', 'ak', 'ke'}"
338e1fd21208011cfe2f9cb295731483154fa30a1a76352700ab41e974bd407d,"{'hu', 'aa', 'un', 'on', 'ro', 'ar', 'nt'}"
6c28acfab567876e36108a3a3aa94dbfe7451f0580f1b6fa7347ec8b40a7ff43,"{'gr', 'ra', 'ay', 'ke', 'ei', 'ir'}"
7d6fc237870a2323b361b060a2bcf69927570b47be08093ab6e0b4d87fd6f514,"{'om', 'ho', 'th', 'am', 'mp', 'ps', 'on', 'so', 'sa'}"
b59de11cc66f27af67db83c3f62bfde8f53c370a1622945c4af3fa86bb83e3a9,"{'om', 'em', 'ho', 'th', 'il', 'mp', 'ps', 'on', 'mi', 'so', 'ly'}"
5a6d579cde61f64248ed662cff4e82d21cb9130069f5add83966366b4987e477,"{'ee', 'ha', 'rr', 'on', 'ri', 'so', 'is', 'le', 'ar'}"
c09adc429999b93499e294f0e91706dbcaf0bc2e64cdf2944e162ee0fd00eb9c,"{'li', 'ee', 'll', 'le', 'el', 'is'}"
ea1d8f745ef1a4b4a50f19440e4590622a15f8182a685453e22de8adb539b609,"{'lu', 'pm', 'ap', 'uc', 'ma', 'cy', 'an', 'cm'}"
5c286d559776a16ee2414cde7fd71d2ac3ee9211407ced24fa2ef754ab50674e,"{'ob', 'rk', 'co', 'cl', 'ja', 'ar', 'ac', 'la'}"
06b21734acdca7af8fde7143b5dee1fca245c1e0df275a1258b98c62dd1ced4e,"{'vd', 'mo', 'av', 'pm', 'ds', 'wa', 'oe', 'dw', 'ed', 'be', 'eb'}"
fc26c715a0ad02016a77edf61e0a73f945788f97098d82d8002fa4af44c076cd,"{'ng', 'ou', 'ia', 'mi', 'yo', 'un'}"
b8f73ed023d167499aa5be3240d91f72077b217204cd4f70a02a9f0a8c3036aa,"{'co', 'er', 'nn', 'en', 'ni', 'ox', 'if', 'je', 'fe'}"
6f8a91b222bad878a48ff99f6c2c6ca18f5adb62c5be591a346978cc43e25059,"{'me', 'mm', 'mo', 'ha', 'ox', 'co', 'oh', 'am', 'ed'}"
